"Time","ID","Category","Group","Event","Msg. Type","Priority","Ether Type","Src. MAC","Src. Vendor","Src. Int.","Src. Zone","Dst. MAC","Dst. Vendor","Dst. Int.","Dst. Zone","Src. IP","Src. Port","Src. Name","Src.NAT IP","Src.NAT Port","In SPI","Dst. IP","Dst. Port","Dst. Name","Dst.NAT IP","Dst.NAT Port","Out SPI","IP Protocol","ICMP Type","ICMP Code","RX Bytes","TX Bytes","Access Rule","NAT Policy","User Name","Session Time","Session Type","IDP Rule","IDP Priority","HTTP OP","URL","VPN Policy","HTTP Result","Block Cat","Application","FW Action","Notes","Message"
"10/18/2018 22:39:24","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 22:39:29","1431","Network","ICMP","ICMPv6 Packets Received","Standard Note Protocol","Information","34525","00:1A:A0:3B:12:E3","DELL","X0","","33:33:00:00:00:16","Unknown","","","fe80::dd19:30b9:eb60:d5f","","","","","","ff02::16","","","","","","ipv6-icmp","143","0","76","","","","","","","","","","","","","","","NA","ICMPv6","ICMPv6 packet received"
"10/18/2018 22:39:29","522","Network","IP","Malformed IP Packet","Standard Note Protocol","Information","2048","C8:D7:19:02:CD:4A","CISCO-LINKSYS, LLC","X2","","01:00:5E:00:00:16","Unknown","","","206.47.202.135","34","","","","","224.0.0.22","34","","","","","igmp","","","46","","","","","","","","","","","","","","","drop","","Malformed or unhandled IP packet dropped"
"10/18/2018 22:39:34","1480","Network","DNS","DNS Resolve Success","Simple Note String","Information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","success in DNS resolve elaineipad.dnsdojo.com","Success in DNS resolve"
"10/18/2018 22:39:34","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0xd21da17b3a4d09ec RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:39:34","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 22:39:35","598","Network","ICMP","LAN ICMP Allow","Standard ICMP Service","Information","2048","C0:EA:E4:6A:DC:90","SONICWALL","X0","LAN","00:00:00:00:00:00","XEROX CORPORATION","X0","LAN","192.168.1.254","","","","","","192.168.1.98","","","","","","icmp","0","0","","60","2 (LAN->LAN)","","","","","","","","","","","","Service Echo","forward","","ICMP packet from LAN allowed"
"10/18/2018 22:39:38","175","Network","ICMP","LAN ICMP Deny","Standard ICMP Service","Notice","2048","00:0A:F7:8F:48:B0","BROADCOM","X0:V10","LAN","C0:EA:E4:6A:DC:90","SONICWALL","","","192.168.10.2","","","","","","192.168.10.254","","","","","","icmp","3","3","106","","","","","","","","","","","","","","","drop","","ICMP packet from LAN dropped"
"10/18/2018 22:39:40","1420","Network","DHCPv6 Server","DHCPv6 Server Get Message","Simple Message String","Debug","","","","X0","","","","","","fe80::e849:48bf:8f56:d2ce","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","DHCPv6 Server received message (MSG_SOLICIT)"
"10/18/2018 22:39:40","177","Security Services","Attacks","TCP FIN Scan","Standard Note String","Alert","2048","F4:CC:55:C9:CE:C3","JUNIPER NETWORKS","X1","WAN","C0:EA:E4:6A:DC:91","SONICWALL","X1","WAN","151.101.185.129","80","","","","","206.47.202.130","4465","","","","","tcp","","","46","","","","","","","","","","","","","","","NA","TCP scanned port list, 37963, 9894, 58304, 42938, 37979, 23059, 51993, 41278, 45900, 4465","Probable TCP FIN scan detected"
"10/18/2018 22:39:44","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0xd21da17b3a4d09ec RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:39:44","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 22:39:45","174","Network","UDP","LAN UDP Deny","Standard Service","Notice","2048","00:1A:A0:18:DD:62","DELL","X0","LAN","C0:EA:E4:6A:DC:90","SONICWALL","X0","LAN","192.168.1.56","137","","","","","192.168.1.254","137","","","","","udp","","","203","","","","","","","","","","","","","","General NETBIOS","drop","packet did not match policy on Zones(LAN -> LAN)","UDP packet from LAN dropped"
"10/18/2018 22:39:50","602","Network","DNS","DNS Allow","Standard Policy","Information","2048","F4:CC:55:C9:CE:C3","JUNIPER NETWORKS","X1","WAN","C0:EA:E4:6A:DC:91","SONICWALL","X1","WAN","67.69.184.7","53","mtrlpq02dnsvp1.srvr.bell.ca","","","","206.47.202.130","60054","","","","","udp","","","148","","","","","","","","","","","","","","General DNS","forward","","DNS packet allowed"
"10/18/2018 22:39:53","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","83","","","Unknown","","","","","","","","","","","NA","Source: 206.47.202.130, 33816, Destination: 67.69.184.199, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping"
"10/18/2018 22:39:53","41","Network","Network Access","Unknown Protocol Dropped","Standard Note String","Notice","2048","00:1A:A0:53:8F:8C","DELL","X0","LAN","01:00:5E:00:00:16","Unknown","","MULTICAST","192.168.1.68","34","","","","","224.0.0.22","34","","","","","igmp","","","46","","","","","","","","","","","","","","","drop","","Unknown protocol dropped"
"10/18/2018 22:39:54","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0xd21da17b3a4d09ec RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:39:54","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 22:40:00","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","F4:CC:55:C9:CE:C3","JUNIPER NETWORKS","X1","WAN","C0:EA:E4:6A:DC:91","SONICWALL","X1","WAN","151.101.185.129","80","","","","","206.47.202.130","9894","","","","","tcp","","","46","","","","","","","","","","","","","","","NA","TCP scanned port list, 56920, 58304, 40244, 14001, 10632","Possible port scan detected"
"10/18/2018 22:40:01","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","00:1E:4F:DC:3B:83","DELL","X0","LAN","C0:EA:E4:6A:DC:90","SONICWALL","X1","WAN","192.168.1.117","50908","","","","","8.28.3.193","8443","harmony-us2.8x8.com","","","","tcp","","","48","","10 (LAN->WAN)","","","","","","","","","","","","General TCP","drop","","TCP connection dropped"
"10/18/2018 22:40:04","37","Network","UDP","UDP Packets Dropped","Standard Policy","Notice","2048","00:0C:29:8D:D2:0E","VMWARE","X0:V10","LAN","01:00:5E:05:06:0A","Unknown","","","192.168.10.3","58275","","","","","234.5.6.10","6030","","","","","udp","","","1500","","","","","","","","","","","","","","","drop","","UDP packet dropped"
"10/18/2018 22:40:04","971","VPN","VPN IKEv2","Peer Not Responding","Standard Note String","Warning","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; Falied 5 retries; IKEv2 InitSPI: 0xd21da17b3a4d09ec; IKEv2 RespSPI: 0x0000000000000000","IKEv2 Peer is not responding. Negotiation aborted."
"10/18/2018 22:40:04","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x9a0dd7f714bf8dc5 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:40:04","938","VPN","VPN IKEv2","Initiator: Send IKE_SA_INIT Request","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Send IKE_SA_INIT Request"
"10/18/2018 22:40:09","1445","WAN Acceleration","Local WXA Appliance","Connection Exceed","Simple Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","WXA Warning - The number of active connections has reached the licensed limit."
"10/18/2018 22:40:10","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x9a0dd7f714bf8dc5 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:40:10","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 22:40:10","1430","Network","IP","IPv6 Packet with Ext Header","Standard Note Protocol","Information","34525","00:21:70:60:DD:89","DELL","X0","","33:33:00:00:00:16","Unknown","","","fe80::7160:853b:a4d:4dcb","","","","","","ff02::16","","","","","","0","","","76","","","","","","","","","","","","","","","NA","Extention header: 0","IPv6 Packet with extension header received"
"10/18/2018 22:40:10","1254","Network","ICMP","LAN ICMPv6 Deny","Standard ICMP Service","Notice","34525","00:21:70:60:DD:89","DELL","X0","LAN","33:33:00:00:00:16","Unknown","X0","MULTICAST","fe80::7160:853b:a4d:4dcb","","","","","","ff02::16","","","","","","ipv6-icmp","143","0","76","","","","","","","","","","","","","","Service Version 2 Multicast Listener Re","drop","packet did not match policy on Zones(LAN -> MULTICAST)","ICMPv6 packet from LAN dropped"
"10/18/2018 22:40:15","46","Network","Network Access","Broadcast Packets Dropped","Standard Note Protocol","Debug","2048","00:0A:F7:8F:48:B0","BROADCOM","X0:V10","LAN","FF:FF:FF:FF:FF:FF","Unknown","","","192.168.10.2","5665","","","","","192.168.10.255","50799","","","","","udp","","","188","","","","","","","","","","","","","","","drop","","Broadcast packet dropped"
"10/18/2018 22:40:20","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x9a0dd7f714bf8dc5 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:40:20","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 22:40:26","483","VPN","VPN IPsec","Invalid ID","Standard Note String","Warning","","","","","","","","","","67.70.211.10","500","","","","","206.47.202.130","500","","","","","","","","","","","","","","","","","","","","","","","NA","","Received notify: INVALID_ID_INFO"
"10/18/2018 22:40:26","346","VPN","VPN IKE","Quick Mode Started","Standard Note String","Information","","","","","","","","","","67.70.211.10","500","","","","","206.47.202.130","500","","","","","","","","","","","","","","","","","","","","","","","NA","VPN Policy: TorontoToQC100","IKE Initiator: Start Quick Mode (Phase 2)."
"10/18/2018 22:40:26","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","206.47.202.130","500","","","","","67.70.211.10","500","","","","","udp","","","","","","","","","","","","","","TorontoToQC100","","","","NA","","SENDING>>>> ISAKMP OAK QM (InitCookie:0x4145bda1962547f8 RespCookie:0x972658cd054c6229, MsgID: 0x4D842AA1) *(HASH, SA, NON, KE, ID, ID)"
"10/18/2018 22:40:26","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","67.70.211.10","500","","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","TorontoToQC100","","","","NA","","RECEIVED<<< ISAKMP OAK INFO (InitCookie:0x4145bda1962547f8 RespCookie:0x972658cd054c6229, MsgID: 0xA63DFF7) *(HASH, NOTIFY: INVALID_ID_INFO)"
"10/18/2018 22:40:30","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x9a0dd7f714bf8dc5 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:40:30","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 22:40:35","1480","Network","DNS","DNS Resolve Success","Simple Note String","Information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","success in DNS resolve securemobile.dnsdojo.com","Success in DNS resolve"
"10/18/2018 22:40:35","1431","Network","ICMP","ICMPv6 Packets Received","Standard Note Protocol","Information","34525","D4:BE:D9:E8:24:06","DELL","X0","","33:33:00:00:00:16","Unknown","","","fe80::29c8:b5a0:23b9:b382","","","","","","ff02::16","","","","","","ipv6-icmp","143","0","76","","","","","","","","","","","","","","","NA","ICMPv6","ICMPv6 packet received"
"10/18/2018 22:40:35","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","D4:BE:D9:E8:24:06","DELL","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::29c8:b5a0:23b9:b382","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","Unhandled link-local or multicast IPv6 packet dropped"
"10/18/2018 22:40:40","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x9a0dd7f714bf8dc5 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:40:40","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 22:40:40","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","RECEIVED<<< ISAKMP OAK IKE_SA_INIT (InitCookie:0x97b3e67eb9610759 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:40:40","953","VPN","VPN IKEv2","Payload Processing Error","Standard Note String","Warning","","","","","","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; Type: SA Payload","IKEv2 Payload processing error"
"10/18/2018 22:40:40","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","RECEIVED<<< ISAKMP OAK IKE_SA_INIT (InitCookie:0x97b3e67eb9610759 RespCookie:0x0000000000000000, MsgID: 0x0)  (NOTIFY: Notify Cookie, SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:40:40","939","VPN","VPN IKEv2","Responder: Received IKE_SA_INIT Request","Standard Note String","Information","","","","","","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","IKEv2 Responder: Received IKE_SA_INIT Request"
"10/18/2018 22:40:40","545","VPN","VPN IKE","Responder: Bound Scope Mismatch","Standard","Information","","","","","","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKE Responder drop: VPN tunnel end point does not match configured VPN Policy Bound to scope "
"10/18/2018 22:40:40","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","206.47.202.130","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x97b3e67eb9610759 RespCookie:0x0000000000000000, MsgID: 0x0)  (NOTIFY: No Proposal Chosen)"
"10/18/2018 22:40:45","174","Network","UDP","LAN UDP Deny","Standard Service","Notice","2048","00:1A:A0:74:9F:47","DELL","X0","LAN","C0:EA:E4:6A:DC:90","SONICWALL","X0","LAN","192.168.1.64","137","","","","","192.168.1.254","137","","","","","udp","","","185","","","","","","","","","","","","","","General NETBIOS","drop","packet did not match policy on Zones(LAN -> LAN)","UDP packet from LAN dropped"
"10/18/2018 22:40:50","602","Network","DNS","DNS Allow","Standard Policy","Information","2048","F4:CC:55:C9:CE:C3","JUNIPER NETWORKS","X1","WAN","C0:EA:E4:6A:DC:91","SONICWALL","X1","WAN","67.69.184.7","53","mtrlpq02dnsvp1.srvr.bell.ca","","","","206.47.202.130","60126","","","","","udp","","","148","","","","","","","","","","","","","","General DNS","forward","","DNS packet allowed"
"10/18/2018 22:40:50","971","VPN","VPN IKEv2","Peer Not Responding","Standard Note String","Warning","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; Falied 5 retries; IKEv2 InitSPI: 0x9a0dd7f714bf8dc5; IKEv2 RespSPI: 0x0000000000000000","IKEv2 Peer is not responding. Negotiation aborted."
"10/18/2018 22:40:50","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0xc0235ed0a07c711d RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:40:50","938","VPN","VPN IKEv2","Initiator: Send IKE_SA_INIT Request","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Send IKE_SA_INIT Request"
"10/18/2018 22:40:50","760","Network","TCP","TCP Handshake Violation Detected","Standard Note String","Notice","","","","X0","LAN","F4:CC:55:C9:CE:C3","JUNIPER NETWORKS","X1","WAN","192.168.1.205","2680","","0.0.0.0","0","","66.110.49.6","21","","0.0.0.0","0","","tcp","","","","144","17 (LAN->WAN)","199","Unknown","","","","","","","","","","General FTP control","drop","Handshake Timeout","TCP handshake violation detected; TCP connection dropped"
"10/18/2018 22:40:52","1420","Network","DHCPv6 Server","DHCPv6 Server Get Message","Simple Message String","Debug","","","","X0","","","","","","fe80::3589:99d1:137f:e4db","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","DHCPv6 Server received message (MSG_SOLICIT)"
"10/18/2018 22:40:56","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0xc0235ed0a07c711d RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:40:56","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 22:40:56","598","Network","ICMP","LAN ICMP Allow","Standard ICMP Service","Information","2048","C0:EA:E4:6A:DC:90","SONICWALL","X0","LAN","00:00:00:00:00:00","XEROX CORPORATION","X0","LAN","192.168.1.254","","","","","","192.168.1.66","","","","","","icmp","0","0","","60","2 (LAN->LAN)","","","","","","","","","","","","Service Echo","forward","","ICMP packet from LAN allowed"
"10/18/2018 22:40:59","177","Security Services","Attacks","TCP FIN Scan","Standard Note String","Alert","2048","F4:CC:55:C9:CE:C3","JUNIPER NETWORKS","X1","WAN","C0:EA:E4:6A:DC:91","SONICWALL","X1","WAN","151.101.185.129","80","","","","","206.47.202.130","28093","","","","","tcp","","","46","","","","","","","","","","","","","","","NA","TCP scanned port list, 36668, 51127, 30841, 17534, 23574, 48768, 5067, 27045, 47020, 28093","Probable TCP FIN scan detected"
"10/18/2018 22:41:03","175","Network","ICMP","LAN ICMP Deny","Standard ICMP Service","Notice","2048","00:0A:F7:8F:48:B0","BROADCOM","X0:V10","LAN","C0:EA:E4:6A:DC:90","SONICWALL","","","192.168.10.2","","","","","","192.168.10.254","","","","","","icmp","3","3","106","","","","","","","","","","","","","","","drop","","ICMP packet from LAN dropped"
"10/18/2018 22:41:05","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","94","","","Unknown","","","","","","","","","","","NA","Source: 206.47.202.130, 26271, Destination: 67.69.184.199, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping"
"10/18/2018 22:41:06","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0xc0235ed0a07c711d RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 22:41:06","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
